Word,OccurTotal,OccurNum,Freq_pm,Rating.Mean,Rating.SD,Dunno,base_form,grade,synonyms,missing_data
actinium,21,0,#N/A,NA,NA,0,,,,
ambuscade,21,0,#N/A,NA,NA,0,,,,
bosky,21,0,#N/A,NA,NA,0,,,,
canaille,21,0,#N/A,NA,NA,0,,,,
compeer,21,0,#N/A,NA,NA,0,,,,
europium,21,0,#N/A,NA,NA,0,,,,
gallimaufry,21,0,#N/A,NA,NA,0,,,,
hutment,21,0,#N/A,NA,NA,0,,,,
karakul,21,0,#N/A,NA,NA,0,,,,
kedge,21,0,#N/A,NA,NA,0,,,,
kyat,21,0,#N/A,NA,NA,0,,,,
peculation,21,0,#N/A,NA,NA,0,,,,
pother,21,0,#N/A,NA,NA,0,,,,
rogation,21,0,#N/A,NA,NA,0,,,,
smilax,21,0,#N/A,NA,NA,0,,,,
thulium,21,0,#N/A,NA,NA,0,,,,
williwaw,21,0,#N/A,NA,NA,0,,,,
wickiup,21,0,0.27,NA,NA,0,,,,
ashlar,20,0,#N/A,NA,NA,0,,,,
bantling,21,1,#N/A,2,NA,0.05,,,,
chaffinch,21,1,#N/A,8,NA,0.05,,,,
glabrous,20,1,#N/A,8,NA,0.05,,,,
purblind,22,1,0.04,10,NA,0.05,,,,
alcalde,20,1,0.27,11,NA,0.05,,,,
jacinth,21,1,#N/A,12,NA,0.05,,,,
moil,21,1,#N/A,12,NA,0.05,,,,
passerine,20,1,#N/A,12,NA,0.05,,,,
almoner,21,1,#N/A,13,NA,0.05,,,,
conurbation,21,1,#N/A,13,NA,0.05,,,,
riband,21,1,#N/A,13,NA,0.05,,,,
guidon,21,1,0.12,13,NA,0.05,,,,
conspectus,21,1,#N/A,14,NA,0.05,,,,
inanition,21,1,#N/A,14,NA,0.05,,,,
osier,21,1,#N/A,14,NA,0.05,,,,
prolix,21,1,#N/A,14,NA,0.05,,,,
quinsy,21,1,#N/A,14,NA,0.05,,,,
rupiah,21,1,#N/A,14,NA,0.05,,,,
venation,21,1,#N/A,14,NA,0.05,,,,
pice,21,1,0.02,14,NA,0.05,,,,
rubicund,20,1,#N/A,14,NA,0.05,,,,
kwacha,19,1,0.02,14,NA,0.05,,,,
farandole,18,1,0.04,14,NA,0.06,,,,
aigrette,21,1,#N/A,15,NA,0.05,,,,
burgee,21,1,#N/A,15,NA,0.05,,,,
caravansary,21,1,#N/A,15,NA,0.05,,,,
incunabulum,21,1,#N/A,15,NA,0.05,,,,
piaster,21,1,#N/A,15,NA,0.05,,,,
prolegomenon,21,1,#N/A,15,NA,0.05,,,,
forfend,21,1,0.08,15,NA,0.05,,,,
modiste,21,1,0.06,15,NA,0.05,,,,
vasty,21,1,0.02,15,NA,0.05,,,,
biretta,20,1,#N/A,15,NA,0.05,,,,
margrave,20,1,#N/A,15,NA,0.05,,,,
energumen,19,1,0.02,15,NA,0.05,,,,
timbrel,21,1,0.04,16,NA,0.05,,,,
dybbuk,20,1,0.04,16,NA,0.05,,,,
anent,21,1,#N/A,17,NA,0.05,,,,
cheviot,21,1,#N/A,17,NA,0.05,,,,
licentiate,21,1,#N/A,17,NA,0.05,,,,
purlieu,21,1,#N/A,17,NA,0.05,,,,
vatic,21,1,#N/A,17,NA,0.05,,,,
carabao,21,1,0.04,17,NA,0.05,,,,
cottar,21,1,#N/A,18,NA,0.05,,,,
eglantine,21,1,#N/A,18,NA,0.05,,,,
epergne,21,1,#N/A,18,NA,0.05,,,,
malison,21,1,#N/A,18,NA,0.05,,,,
pelf,21,1,#N/A,18,NA,0.05,,,,
raceme,21,1,#N/A,18,NA,0.05,,,,
taffrail,21,1,0.04,18,NA,0.05,,,,
suffragan,20,1,#N/A,18,NA,0.05,,,,
condign,21,1,#N/A,19,NA,0.05,,,,
collodion,21,1,0.06,19,NA,0.05,,,,
bombazine,20,1,#N/A,19,NA,0.05,,,,
majuscule,21,1,#N/A,20,NA,0.05,,,,
furfural,18,1,0.12,20,NA,0.06,,,,
yakitori,18,1,0.04,20,NA,0.06,,,,
architrave,19,1,0.04,21,NA,0.05,,,,
eisteddfod,21,1,#N/A,25,NA,0.05,,,,
mashie,19,2,0.16,9,9.9,0.11,,,,
bas,19,2,0.18,9,1.41,0.11,,,,
emption,20,2,0.02,9.5,3.54,0.1,,,,
mynah,18,2,0.39,9.5,2.12,0.11,,,,
zaftig,19,2,0.04,10,4.24,0.11,,,,
dragoman,18,2,0.04,10.5,2.12,0.11,,,,
aconitum,20,2,0.08,11,4.24,0.1,,,,
hie,19,2,0.14,11,4.24,0.11,,,,
mesdames,21,2,0.49,12,1.41,0.1,,,,
susurration,19,2,0.02,12,2.83,0.11,,,,
borzoi,18,2,0.1,12,8.49,0.11,,,,
dracaena,18,2,0.02,12,2.83,0.11,,,,
samarium,21,2,#N/A,12.5,3.54,0.1,,,,
thane,20,2,0.71,12.5,3.54,0.1,,,,
tomtit,18,2,0.02,12.5,2.12,0.11,,,,
currish,18,2,0.02,13,5.66,0.11,,,,
teasel,21,2,#N/A,13.5,4.95,0.1,,,,
chert,21,2,#N/A,13.5,2.12,0.1,,,,
colporteur,20,2,#N/A,13.5,2.12,0.1,,,,
casein,19,2,0.02,13.5,0.71,0.11,,,,
anodic,21,2,#N/A,14,2.83,0.1,,,,
lenity,21,2,#N/A,14,0,0.1,,,,
poltroon,19,2,0.06,14,1.41,0.11,,,,
muezzin,18,2,0.08,14,2.83,0.11,,,,
daimyo,18,2,0.29,14,1.41,0.11,,,,
cinchona,21,2,#N/A,14.5,6.36,0.1,,,,
ratiocination,21,2,0.06,14.5,3.54,0.1,,,,
abbacy,21,2,#N/A,14.5,0.71,0.1,,,,
blench,21,2,#N/A,14.5,0.71,0.1,,,,
internuncio,21,2,#N/A,14.5,0.71,0.1,,,,
duma,21,2,0.8,14.5,0.71,0.1,,,,
hellgrammite,20,2,#N/A,14.5,4.95,0.1,,,,
glebe,21,2,#N/A,15,9.9,0.1,,,,
pilchard,21,2,#N/A,15,7.07,0.1,,,,
alphorn,21,2,#N/A,15,1.41,0.1,,,,
chela,21,2,0.04,15,1.41,0.1,,,,
villous,21,2,#N/A,15,0,0.1,,,,
woad,21,2,0.04,15,0,0.1,,,,
eosin,20,2,0.02,15,1.41,0.1,,,,
voc,19,2,0.94,15,1.41,0.11,,,,
floribunda,19,2,0.04,15,0,0.11,,,,
entrechat,19,2,0.02,15,0,0.11,,,,
rowel,18,2,0.06,15,4.24,0.11,,,,
souk,18,2,0.02,15,1.41,0.11,,,,
apothegm,21,2,#N/A,15.5,0.71,0.1,,,,
castellated,21,2,#N/A,15.5,0.71,0.1,,,,
chanson,20,2,0.06,15.5,3.54,0.1,,,,
isthmian,20,2,#N/A,15.5,0.71,0.1,,,,
cithara,20,2,0.02,15.5,0.71,0.1,,,,
lemma,19,2,0.02,15.5,0.71,0.11,,,,
striatum,19,2,0.02,15.5,0.71,0.11,,,,
galoots,18,2,0.1,15.5,3.54,0.11,,,,
nepenthe,18,2,0.1,15.5,2.12,0.11,,,,
neap,18,2,0.02,15.5,0.71,0.11,,,,
gymkhana,21,2,#N/A,16,4.24,0.1,,,,
chirography,20,2,#N/A,16,1.41,0.1,,,,
hod,20,2,0.02,16,1.41,0.1,,,,
couchant,19,2,0.04,16,1.41,0.11,,,,
farceur,18,2,0.02,16,1.41,0.11,,,,
naira,18,2,0.02,16,1.41,0.11,,,,
banditti,21,2,#N/A,16.5,2.12,0.1,,,,
marmoreal,21,2,#N/A,16.5,2.12,0.1,,,,
vitiation,21,2,#N/A,16.5,0.71,0.1,,,,
adumbration,20,2,#N/A,16.5,0.71,0.1,,,,
ranunculus,20,2,0.04,16.5,0.71,0.1,,,,
buckram,19,2,#N/A,16.5,0.71,0.11,,,,
carom,19,2,0.1,16.5,0.71,0.11,,,,
bezique,18,2,0.06,16.5,2.12,0.11,,,,
howdah,19,2,0.02,17,5.66,0.11,,,,
milch,19,2,0.02,17,2.83,0.11,,,,
rotenone,18,2,0.18,17,0,0.11,,,,
vicegerent,21,2,#N/A,17.5,3.54,0.1,,,,
thew,21,2,0.02,17.5,3.54,0.1,,,,
baldachin,21,2,#N/A,17.5,2.12,0.1,,,,
proem,21,2,#N/A,17.5,2.12,0.1,,,,
tiffin,21,2,0.04,17.5,2.12,0.1,,,,
punctilio,20,2,#N/A,17.5,3.54,0.1,,,,
palinode,20,2,#N/A,17.5,2.12,0.1,,,,
cheongsam,19,2,0.02,17.5,3.54,0.11,,,,
feuilleton,18,2,0.02,18,5.66,0.11,,,,
contumacious,21,2,#N/A,18.5,2.12,0.1,,,,
intrados,21,2,#N/A,18.5,0.71,0.1,,,,
buboes,20,2,#N/A,18.5,0.71,0.1,,,,
celandine,21,2,#N/A,19,1.41,0.1,,,,
velar,21,2,#N/A,19.5,6.36,0.1,,,,
cortices,21,2,#N/A,19.5,0.71,0.1,,,,
pederasty,19,2,0.02,20,4.24,0.11,,,,
kendo,18,2,0.37,20.5,6.36,0.11,,,,
calceolaria,19,2,0.02,21,5.66,0.11,,,,
swellfish,20,3,0.02,10.33,5.13,0.15,,,,
easting,20,3,0.02,10.33,1.53,0.15,,,,
anticline,19,3,0.02,10.67,6.66,0.16,,,,
opprobrious,21,3,#N/A,11,7.81,0.14,,,,
hyoid,19,3,0.12,11,5,0.16,,,,
flocculation,20,3,0.04,11.33,3.06,0.15,,,,
halloo,18,3,0.2,11.33,4.04,0.17,,,,
trireme,21,3,#N/A,11.67,2.08,0.14,,,,
scapegrace,19,3,0.04,11.67,3.79,0.16,,,,
popinjay,18,3,0.2,11.67,2.89,0.17,,,,
topgallant,18,3,0.12,11.67,2.52,0.17,,,,
cantabile,18,3,0.04,11.67,1.53,0.17,,,,
bairn,21,3,0.24,12,2,0.14,,,,
amanuensis,18,3,0.04,12,2,0.17,,,,
newel,20,3,0.06,12.33,4.04,0.15,,,,
wherry,19,3,0.08,12.33,4.93,0.16,,,,
hafiz,19,3,0.08,12.33,4.16,0.16,,,,
dysprosium,18,3,0.02,12.33,4.04,0.17,,,,
seppuku,18,3,0.12,12.33,1.53,0.17,,,,
kobold,21,3,#N/A,12.67,1.53,0.14,,,,
shoat,19,3,0.02,12.67,1.53,0.16,,,,
quisling,18,3,0.06,12.67,2.08,0.17,,,,
cockade,21,3,#N/A,13,1,0.14,,,,
soc,18,3,0.22,13,3.61,0.17,,,,
latitudinarian,18,3,#N/A,13.33,4.16,0.17,,,,
minatory,18,3,#N/A,13.33,4.16,0.17,,,,
yare,18,3,0.2,13.33,3.21,0.17,,,,
jingoist,18,3,0.02,13.33,2.08,0.17,,,,
stereoisomerism,22,3,0.02,13.67,3.06,0.14,,,,
musette,21,3,0.02,13.67,2.89,0.14,,,,
calif,21,3,0.02,13.67,2.52,0.14,,,,
calumnious,20,3,#N/A,13.67,1.53,0.15,,,,
hyrax,19,3,0.04,13.67,2.89,0.16,,,,
clevis,19,3,0.02,13.67,1.53,0.16,,,,
goanna,18,3,0.06,13.67,3.51,0.17,,,,
jocose,18,3,0.08,13.67,1.15,0.17,,,,
besom,21,3,#N/A,14,3.61,0.14,,,,
poniard,21,3,#N/A,14,3.61,0.14,,,,
remora,21,3,0.16,14,3.61,0.14,,,,
milliard,21,3,#N/A,14,2,0.14,,,,
portcullis,20,3,0.08,14,2,0.15,,,,
nu,18,3,1.02,14,6.93,0.17,,,,
vinous,21,3,#N/A,14.33,2.52,0.14,,,,
pogrom,21,3,0.12,14.33,2.52,0.14,,,,
glengarry,21,3,0.06,14.33,2.52,0.14,,,,
dacha,20,3,0.08,14.33,3.79,0.15,,,,
scintilla,20,3,0.12,14.33,2.08,0.15,,,,
atheneum,20,3,0.02,14.33,0.58,0.15,,,,
bedlamite,19,3,0.04,14.33,4.04,0.16,,,,
hyperemic,19,3,0.02,14.33,2.08,0.16,,,,
papilla,19,3,0.02,14.33,2.08,0.16,,,,
diktat,18,3,0.02,14.33,6.35,0.17,,,,
doyen,18,3,0.02,14.33,5.13,0.17,,,,
trephination,18,3,0.02,14.33,4.73,0.17,,,,
mezuzah,20,3,0.25,14.67,3.79,0.15,,,,
hennaed,20,3,0.02,14.67,2.08,0.15,,,,
twee,19,3,0.1,14.67,9.07,0.16,,,,
slugabed,19,3,0.04,14.67,7.57,0.16,,,,
sessile,19,3,0.02,14.67,4.04,0.16,,,,
hauberk,19,3,0.02,14.67,2.52,0.16,,,,
certiorari,19,3,0.04,14.67,1.53,0.16,,,,
cordovan,19,3,0.02,14.67,1.53,0.16,,,,
covenanter,18,3,0.02,14.67,4.51,0.17,,,,
hustings,18,3,0.12,14.67,2.89,0.17,,,,
pard,21,3,1.04,15,4.58,0.14,,,,
tintinnabulation,21,3,#N/A,15,2,0.14,,,,
argillaceous,20,3,0.08,15,7,0.15,,,,
hollo,20,3,0.14,15,5,0.15,,,,
hyperborean,21,3,#N/A,15.33,2.52,0.14,,,,
cicatrix,21,3,#N/A,15.33,2.08,0.14,,,,
comestible,20,3,#N/A,15.33,1.53,0.15,,,,
baobab,19,3,0.08,15.33,1.53,0.16,,,,
diathermy,18,3,#N/A,15.33,3.06,0.17,,,,
rollick,18,3,0.04,15.33,3.06,0.17,,,,
elutriation,18,3,0.02,15.33,2.08,0.17,,,,
anagogic,18,3,0.02,15.33,0.58,0.17,,,,
riel,21,3,#N/A,15.67,1.15,0.14,,,,
acerb,21,3,#N/A,15.67,0.58,0.14,,,,
crinite,18,3,0.02,15.67,4.04,0.17,,,,
azimuth,18,3,0.29,15.67,2.89,0.17,,,,
curare,18,3,0.2,15.67,2.52,0.17,,,,
terbium,18,3,0.02,15.67,2.52,0.17,,,,
tyrosine,18,3,0.02,15.67,2.31,0.17,,,,
amyl,18,3,0.22,15.67,1.53,0.17,,,,
czardas,18,3,0.06,15.67,1.53,0.17,,,,
puissance,21,3,#N/A,16,2.65,0.14,,,,
foraminifera,20,3,0.06,16,4,0.15,,,,
halyard,20,3,0.24,16,1,0.15,,,,
klaxon,18,3,0.39,16,3.61,0.17,,,,
cicatrices,18,3,#N/A,16,1.73,0.17,,,,
trilby,18,3,0.08,16,1.73,0.17,,,,
hafnium,18,3,0.02,16,1,0.17,,,,
satyriasis,22,3,0.02,16.33,1.53,0.14,,,,
pinnate,21,3,#N/A,16.33,3.79,0.14,,,,
periwig,21,3,#N/A,16.33,1.53,0.14,,,,
cenobite,21,3,#N/A,16.33,0.58,0.14,,,,
pluvial,20,3,#N/A,16.33,0.58,0.15,,,,
snick,19,3,0.02,16.33,4.16,0.16,,,,
stria,21,3,0.1,16.67,2.52,0.14,,,,
ebullition,21,3,#N/A,16.67,2.08,0.14,,,,
negus,21,3,0.04,16.67,2.08,0.14,,,,
erbium,20,3,0.02,16.67,2.89,0.15,,,,
connubial,19,3,0.08,16.67,7.64,0.16,,,,
fettle,19,3,0.12,16.67,1.15,0.16,,,,
pitchblende,18,3,0.12,16.67,6.03,0.17,,,,
flapdoodle,18,3,0.06,16.67,5.51,0.17,,,,
gendarme,18,3,0.35,16.67,2.52,0.17,,,,
escudo,21,3,#N/A,17,3.61,0.14,,,,
indicia,21,3,#N/A,17,1.73,0.14,,,,
platen,21,3,#N/A,17,1,0.14,,,,
nevus,19,3,0.02,17,4.58,0.16,,,,
coruscation,19,3,0.02,17,3.61,0.16,,,,
attar,19,3,0.02,17,2.65,0.16,,,,
farouche,18,3,0.04,17,3.61,0.17,,,,
durbar,18,3,0.06,17,3,0.17,,,,
splenetic,21,3,#N/A,17.33,1.15,0.14,,,,
helot,20,3,#N/A,17.33,6.81,0.15,,,,
irenic,21,3,#N/A,17.67,3.21,0.14,,,,
portiere,21,3,#N/A,17.67,2.08,0.14,,,,
horology,20,3,#N/A,17.67,2.52,0.15,,,,
cretonne,20,3,#N/A,17.67,1.15,0.15,,,,
jennet,19,3,#N/A,17.67,2.52,0.16,,,,
hajji,18,3,0.02,17.67,2.08,0.17,,,,
vitrify,19,3,0.02,18,1.73,0.16,,,,
villanelle,18,3,0.06,18,2,0.17,,,,
marcel,21,3,1.41,18.33,2.89,0.14,,,,
archimandrite,20,3,#N/A,18.33,2.89,0.15,,,,
dhal,18,3,0.02,18.33,4.73,0.17,,,,
zaibatsu,18,3,0.02,18.33,2.89,0.17,,,,
urticaria,20,3,0.06,18.67,3.06,0.15,,,,
cirrhotic,18,3,0.06,18.67,5.86,0.17,,,,
kludge,18,3,0.22,18.67,2.52,0.17,,,,
kina,19,3,0.02,19,5.57,0.16,,,,
yoni,19,3,0.1,19,5.2,0.16,,,,
infotainment,19,3,0.08,19,3.61,0.16,,,,
trumpery,19,3,#N/A,19,2.65,0.16,,,,
odalisque,18,3,0.02,19.33,2.31,0.17,,,,
berkelium,19,3,0.02,19.67,4.62,0.16,,,,
vicuna,19,3,0.06,20,4.58,0.16,,,,
fistic,19,4,0.02,8.25,3.3,0.21,,,,
muskellunge,21,4,#N/A,8.75,2.75,0.19,,,,
pigboat,19,4,0.08,9.5,1.91,0.21,,,,
lagniappe,18,4,0.06,9.5,4.93,0.22,,,,
grapnel,20,4,#N/A,10,1.83,0.2,,,,
middy,21,4,0.06,10.25,4.79,0.19,,,,
camporee,21,4,0.02,10.25,1.89,0.19,,,,
rimy,18,4,0.02,10.25,6.55,0.22,,,,
shinplaster,20,4,0.02,10.5,3.11,0.2,,,,
beldame,19,4,0.04,10.5,4.36,0.21,,,,
tem,19,4,0.16,11,4.08,0.21,,,,
cudbear,19,4,0.06,11,1.83,0.21,,,,
gavotte,18,4,0.06,11.5,2.65,0.22,,,,
travertine,18,4,0.02,11.75,5.44,0.22,,,,
beaverboard,18,4,0.02,11.75,5.12,0.22,,,,
snakeroot,18,4,0.04,11.75,2.63,0.22,,,,
gunnel,21,4,0.1,12.25,4.19,0.19,,,,
atilt,21,4,#N/A,12.25,1.89,0.19,,,,
terrazzo,18,4,0.04,12.25,7.32,0.22,,,,
windage,21,4,0.2,12.5,3.11,0.19,,,,
maunder,20,4,#N/A,12.5,1.73,0.2,,,,
tunny,19,4,0.22,12.5,3.7,0.21,,,,
fleer,19,4,0.08,12.5,3.51,0.21,,,,
isinglass,18,4,0.02,12.5,3.79,0.22,,,,
throve,21,4,#N/A,12.75,2.22,0.19,,,,
hydrozoa,20,4,0.06,12.75,5.91,0.2,,,,
chicanery,20,4,0.24,12.75,3.2,0.2,,,,
barmy,19,4,0.18,12.75,4.57,0.21,,,,
sedge,18,4,0.12,12.75,4.11,0.22,,,,
fetlock,18,4,0.08,12.75,3.59,0.22,,,,
surd,18,4,0.06,12.75,2.22,0.22,,,,
mawkishness,20,4,0.02,13,2.71,0.2,,,,
inurnment,18,4,0.02,13,4.76,0.22,,,,
midden,21,4,0.1,13.25,3.1,0.19,,,,
contumely,19,4,0.02,13.25,2.36,0.21,,,,
homburg,18,4,0.1,13.25,4.99,0.22,,,,
aborning,17,4,0.02,13.25,3.77,0.24,,,,
effulgent,20,4,0.14,13.5,7.68,0.2,,,,
groat,20,4,0.06,13.5,0.58,0.2,,,,
patroon,19,4,0.02,13.5,3.32,0.21,,,,
contravention,18,4,0.06,13.5,7.33,0.22,,,,
expiatory,18,4,0.04,13.5,5.07,0.22,,,,
gimcrack,18,4,0.02,13.5,4.43,0.22,,,,
jackleg,18,4,0.02,13.5,3.42,0.22,,,,
intermountain,18,4,0.02,13.5,3.32,0.22,,,,
hornbook,21,4,#N/A,13.75,3.1,0.19,,,,
chalybeate,20,4,0.02,13.75,3.86,0.2,,,,
steerageway,20,4,0.02,13.75,2.5,0.2,,,,
archaeopteryx,22,4,0.02,14,2.94,0.18,,,,
pharisaical,21,4,#N/A,14,2.45,0.19,,,,
nacre,20,4,#N/A,14,3.37,0.2,,,,
halothane,18,4,0.35,14,3.74,0.22,,,,
riven,21,4,0.02,14.25,2.22,0.19,,,,
pukka,20,4,0.08,14.25,3.59,0.2,,,,
niter,19,4,#N/A,14.25,4.35,0.21,,,,
khedive,19,4,0.18,14.25,3.2,0.21,,,,
paean,19,4,0.06,14.25,2.22,0.21,,,,
dace,18,4,0.1,14.25,4.03,0.22,,,,
starveling,18,4,#N/A,14.25,2.87,0.22,,,,
accelerando,20,4,#N/A,14.5,3.51,0.2,,,,
patronymic,20,4,0.06,14.5,3.42,0.2,,,,
kapok,19,4,0.04,14.5,3.42,0.21,,,,
crapehanger,18,4,0.04,14.5,3.87,0.22,,,,
excursus,18,4,0.02,14.5,1.73,0.22,,,,
taw,20,4,0.14,14.75,3.4,0.2,,,,
velocipede,19,4,0.04,14.75,6.6,0.21,,,,
hussar,19,4,0.02,14.75,4.27,0.21,,,,
pfennig,18,4,0.04,14.75,5.44,0.22,,,,
errata,21,4,#N/A,15,3.56,0.19,,,,
ghat,21,4,0.06,15,3.46,0.19,,,,
anchorite,21,4,#N/A,15,1.41,0.19,,,,
kelpie,19,4,0.12,15,3.46,0.21,,,,
psilocybin,19,4,0.08,15,2.58,0.21,,,,
clairsentience,19,4,0.02,15,2.16,0.21,,,,
alveolar,18,4,0.08,15,2.58,0.22,,,,
pettish,18,4,#N/A,15,2.16,0.22,,,,
gulden,18,4,0.02,15,2.16,0.22,,,,
scullion,18,4,0.08,15,1.83,0.22,,,,
wold,21,4,0.02,15.25,8.06,0.19,,,,
abysm,21,4,#N/A,15.25,2.87,0.19,,,,
mesentery,20,4,0.06,15.25,1.71,0.2,,,,
mestizo,19,4,0.02,15.25,4.27,0.21,,,,
piscatorial,19,4,0.06,15.25,3.59,0.21,,,,
oxalate,19,4,0.06,15.25,2.87,0.21,,,,
sigil,19,4,0.02,15.25,2.5,0.21,,,,
armorial,18,4,0.02,15.25,4.11,0.22,,,,
impasto,18,4,0.04,15.25,3.3,0.22,,,,
bonhomie,18,4,0.06,15.25,2.5,0.22,,,,
scup,21,4,0.02,15.5,4.93,0.19,,,,
pusillanimity,21,4,#N/A,15.5,3.7,0.19,,,,
luff,21,4,0.06,15.5,3.11,0.19,,,,
tenon,21,4,0.06,15.5,2.08,0.19,,,,
majeure,19,4,0.12,15.5,1.73,0.21,,,,
danseur,18,4,0.02,15.5,5.45,0.22,,,,
panjandrum,18,4,0.04,15.5,3.11,0.22,,,,
thorp,18,4,#N/A,15.5,2.08,0.22,,,,
frangipani,18,4,0.04,15.5,1.91,0.22,,,,
insalubrious,21,4,#N/A,15.75,1.26,0.19,,,,
putsch,20,4,0.12,15.75,3.77,0.2,,,,
oleic,19,4,0.25,15.75,2.87,0.21,,,,
flivver,19,4,0.02,15.75,2.63,0.21,,,,
picayune,18,4,0.06,15.75,4.5,0.22,,,,
cortege,18,4,0.04,15.75,3.86,0.22,,,,
rill,18,4,0.12,15.75,2.87,0.22,,,,
mescal,18,4,0.55,15.75,1.26,0.22,,,,
glutathione,22,4,0.02,16,4.32,0.18,,,,
cambric,21,4,#N/A,16,4.24,0.19,,,,
cantonal,21,4,#N/A,16,2.94,0.19,,,,
cantatrice,19,4,0.02,16,1.41,0.21,,,,
hawser,18,4,0.06,16,2.83,0.22,,,,
chateaubriand,18,4,0.1,16,2.71,0.22,,,,
balalaika,22,4,0.1,16.25,3.1,0.18,,,,
weft,21,4,0.04,16.25,2.99,0.19,,,,
jabot,21,4,#N/A,16.25,2.63,0.19,,,,
buskin,21,4,#N/A,16.25,0.96,0.19,,,,
ordure,21,4,#N/A,16.25,0.5,0.19,,,,
iatrogenic,19,4,0.08,16.25,5.97,0.21,,,,
zabaglione,19,4,0.06,16.25,4.35,0.21,,,,
pasha,19,4,0.53,16.25,3.2,0.21,,,,
stroppy,19,4,0.02,16.25,1.71,0.21,,,,
succedaneum,19,4,0.02,16.25,0.96,0.21,,,,
jai,18,4,0.29,16.25,4.11,0.22,,,,
saurian,18,4,0.12,16.25,2.63,0.22,,,,
grosbeak,20,4,0.06,16.5,6.86,0.2,,,,
wellhead,19,4,0.06,16.5,5.92,0.21,,,,
agnate,18,4,0.1,16.5,4.51,0.22,,,,
tor,18,4,2.49,16.5,2.38,0.22,,,,
sirocco,18,4,0.1,16.5,1.91,0.22,,,,
palatinate,21,4,#N/A,16.75,1.5,0.19,,,,
malefic,20,4,0.04,16.75,2.99,0.2,,,,
dourine,20,4,0.08,16.75,1.89,0.2,,,,
habiliment,19,4,0.02,16.75,2.99,0.21,,,,
dermatome,18,4,0.02,16.75,4.11,0.22,,,,
eidetic,18,4,0.06,16.75,4.03,0.22,,,,
boliviano,18,4,#N/A,16.75,1.5,0.22,,,,
eparch,18,4,0.04,16.75,0.5,0.22,,,,
catarrhal,19,4,0.02,17,3.16,0.21,,,,
auriferous,19,4,#N/A,17,2.16,0.21,,,,
paterfamilias,18,4,0.04,17,1.41,0.22,,,,
hermeneutical,22,4,0.02,17.25,1.5,0.18,,,,
burgomaster,21,4,0.43,17.25,3.59,0.19,,,,
riyal,21,4,#N/A,17.25,3.5,0.19,,,,
laburnum,21,4,#N/A,17.25,1.71,0.19,,,,
orchidaceous,20,4,0.02,17.25,2.5,0.2,,,,
fug,20,4,0.27,17.25,1.71,0.2,,,,
cecum,20,4,0.22,17.25,1.26,0.2,,,,
gules,18,4,0.02,17.25,5.25,0.22,,,,
termagant,18,4,0.02,17.25,2.22,0.22,,,,
coadjutor,21,4,#N/A,17.5,2.38,0.19,,,,
hymnody,21,4,#N/A,17.5,1.29,0.19,,,,
uxorious,20,4,#N/A,17.5,2.52,0.2,,,,
hydrocyanic,20,4,0.1,17.5,1.91,0.2,,,,
atrabilious,19,4,0.02,17.5,5.26,0.21,,,,
persiflage,19,4,0.04,17.5,2.65,0.21,,,,
parquetry,21,4,#N/A,17.75,5.44,0.19,,,,
hierophant,20,4,#N/A,17.75,2.06,0.2,,,,
hemolysis,20,4,0.08,17.75,1.26,0.2,,,,
immunoassay,18,4,0.02,17.75,1.71,0.22,,,,
dhow,18,4,0.06,17.75,0.5,0.22,,,,
bacillary,21,4,#N/A,18,0.82,0.19,,,,
sulfanilamide,20,4,0.04,18,5.48,0.2,,,,
escritoire,20,4,#N/A,18,4.08,0.2,,,,
aspidistra,19,4,0.04,18,1.63,0.21,,,,
benison,18,4,0.02,18,2.16,0.22,,,,
assegai,19,4,0.08,18.25,6.24,0.21,,,,
ossuary,19,4,0.02,18.25,4.79,0.21,,,,
danseuse,19,4,0.04,18.25,2.06,0.21,,,,
effleurage,19,4,0.06,18.5,4.93,0.21,,,,
drosophila,19,4,0.08,18.5,1.29,0.21,,,,
adiabatic,18,4,0.02,18.5,3.87,0.22,,,,
metempsychosis,21,4,#N/A,19,2,0.19,,,,
paregoric,19,4,0.06,19,2.71,0.21,,,,
vermiform,19,4,0.02,19.75,4.99,0.21,,,,
guerdon,18,4,0.02,19.75,2.63,0.22,,,,
schottische,18,4,0.04,20.25,3.86,0.22,,,,
oubliette,19,4,0.1,20.5,4.43,0.21,,,,
norther,21,5,0.25,8.8,3.42,0.24,,,,
budgerigar,19,5,#N/A,8.98,4.67,0.26,,,,
chandelle,20,5,0.02,10,3.16,0.25,,,,
cheapjack,18,5,0.02,10.6,2.88,0.28,,,,
crambo,19,5,0.02,11,5.1,0.26,,,,
res,19,5,0.53,11,3.08,0.26,,,,
junco,18,5,0.29,11.2,4.97,0.28,,,,
fayed,20,5,5.9,11.4,5.98,0.25,,,,
polonaise,19,5,0.06,11.4,4.39,0.26,,,,
camion,19,5,0.04,11.4,2.19,0.26,,,,
trine,18,5,0.08,11.6,3.36,0.28,,,,
aneroid,21,5,0.12,11.8,3.7,0.24,,,,
het,19,5,0.33,12,3.32,0.26,,,,
labile,18,5,0.04,12,3.94,0.28,,,,
chinwag,20,5,0.02,12.2,3.35,0.25,,,,
copra,19,5,0.08,12.4,3.21,0.26,,,,
tumbrel,18,5,0.02,12.4,4.39,0.28,,,,
rabbet,19,5,0.02,12.6,4.77,0.26,,,,
fenny,18,5,0.02,12.6,4.28,0.28,,,,
