Word,OccurTotal,OccurNum,Freq_pm,Rating.Mean,Rating.SD,Dunno,base_form,grade,synonyms,missing_data
tobacconist,19,13,0.1,14.62,2.99,0.68,,,,
cordage,19,13,0.1,14.62,2.96,0.68,,,,
purview,19,13,0.31,14.62,2.29,0.68,,,,
geriatrist,18,13,0.02,14.62,3.97,0.72,,,,
equivocate,18,13,0.1,14.62,3.75,0.72,,,,
oratory,18,13,0.18,14.62,3.64,0.72,,,,
biopic,18,13,0.04,14.62,3.25,0.72,,,,
epithet,18,13,0.14,14.62,3.23,0.72,,,,
obstetrics,20,13,0.14,14.69,3.22,0.65,,,,
dissonant,20,13,0.04,14.69,2.9,0.65,,,,
peritoneum,19,13,0.2,14.69,4.8,0.68,,,,
philharmonic,19,13,0.75,14.69,4.46,0.68,,,,
invigilate,19,13,0.04,14.69,3.09,0.68,,,,
sublunar,19,13,#N/A,14.69,3.01,0.68,,,,
rapt,19,13,0.24,14.69,2.66,0.68,,,,
bereft,18,13,0.29,14.69,3.4,0.72,,,,
actuation,18,13,0.02,14.69,2.66,0.72,,,,
antidotal,18,13,0.02,14.69,1.8,0.72,,,,
oboist,21,13,#N/A,14.7,5.46,0.62,,,,
ensconced,22,13,0.22,14.77,3.27,0.59,,,,
proscribe,20,13,0.04,14.77,3.98,0.65,,,,
brusque,20,13,0.08,14.77,2.8,0.65,,,,
godhood,20,13,0.12,14.77,1.59,0.65,,,,
medico,19,13,0.16,14.77,4.13,0.68,,,,
fibrotic,19,13,0.02,14.77,3.92,0.68,,,,
blandishments,19,13,0.02,14.77,3.63,0.68,,,,
forestation,19,13,0.02,14.77,2.83,0.68,,,,
expositional,19,13,0.04,14.77,2.49,0.68,,,,
vermicelli,18,13,0.1,14.77,4.46,0.72,,,,
psychophysics,18,13,0.02,14.77,3.27,0.72,,,,
photophobia,18,13,0.1,14.77,2.55,0.72,,,,
insurgence,18,13,0.02,14.77,2.45,0.72,,,,
epinephrine,22,13,1.16,14.85,4.22,0.59,,,,
brownout,19,13,0.1,14.85,4.08,0.68,,,,
tactician,19,13,0.16,14.85,3.34,0.68,,,,
quorum,19,13,0.53,14.85,3.29,0.68,,,,
photodynamic,19,13,0.02,14.85,3.13,0.68,,,,
iteration,19,13,0.06,14.85,3.08,0.68,,,,
taciturn,19,13,0.16,14.85,2.85,0.68,,,,
hashish,19,13,0.45,14.85,2.58,0.68,,,,
erstwhile,19,13,0.1,14.85,2.38,0.68,,,,
neurophysiology,18,13,0.16,14.85,4.26,0.72,,,,
evocation,18,13,0.08,14.85,4.26,0.72,,,,
golem,18,13,0.27,14.85,3.89,0.72,,,,
deescalate,18,13,0.02,14.85,3.31,0.72,,,,
entendre,18,13,0.2,14.85,2.61,0.72,,,,
inclemency,20,13,#N/A,14.86,5.82,0.65,,,,
hydrofoil,21,13,0.02,14.92,3.77,0.62,,,,
aperture,20,13,0.27,14.92,3.62,0.65,,,,
pernicious,20,13,0.27,14.92,2.87,0.65,,,,
demurrer,19,13,0.08,14.92,4.29,0.68,,,,
ipecac,19,13,0.41,14.92,4.21,0.68,,,,
pontificate,19,13,0.04,14.92,3.38,0.68,,,,
splendiferous,19,13,0.18,14.92,3.04,0.68,,,,
roguery,19,13,#N/A,14.92,2.87,0.68,,,,
cadmium,19,13,0.14,14.92,2.29,0.68,,,,
thallium,18,13,0.16,14.92,3.07,0.72,,,,
chapeau,18,13,0.29,14.92,2.93,0.72,,,,
liaise,18,13,0.18,14.92,2.93,0.72,,,,
impasse,18,13,0.27,14.92,2.33,0.72,,,,
herbaceous,20,13,0.02,15,4.18,0.65,,,,
interbank,19,13,0.02,15,4.71,0.68,,,,
deprecatory,19,13,#N/A,15,3,0.68,,,,
turmeric,18,13,0.04,15,5.1,0.72,,,,
sexagenarian,18,13,0.04,15,4.22,0.72,,,,
consignor,18,13,0.02,15,3.76,0.72,,,,
harelip,18,13,0.16,15,3.42,0.72,,,,
flagellant,18,13,0.02,15,2.92,0.72,,,,
amorality,18,13,0.04,15,2.55,0.72,,,,
palpate,18,13,0.06,15,2.08,0.72,,,,
imbibe,21,13,0.16,15.08,2.9,0.62,,,,
tincture,20,13,0.08,15.08,5.01,0.65,,,,
mistral,20,13,0.12,15.08,4.57,0.65,,,,
galantine,20,13,0.04,15.08,2.75,0.65,,,,
monozygotic,19,13,0.04,15.08,3.35,0.68,,,,
mawkish,19,13,0.06,15.08,3.17,0.68,,,,
posthypnotic,19,13,0.12,15.08,2.25,0.68,,,,
animus,18,13,0.1,15.08,2.96,0.72,,,,
declination,18,13,0.1,15.08,2.87,0.72,,,,
boric,18,13,0.02,15.08,2.33,0.72,,,,
fervency,18,13,0.02,15.08,1.98,0.72,,,,
gladiolus,20,13,0.04,15.15,4.58,0.65,,,,
sodden,20,13,0.12,15.15,2.03,0.65,,,,
patricidal,19,13,0.02,15.15,5.19,0.68,,,,
leviathan,19,13,0.57,15.15,4.36,0.68,,,,
ontological,19,13,0.06,15.15,3.78,0.68,,,,
contriver,19,13,0.02,15.15,2.64,0.68,,,,
ideation,19,13,0.04,15.15,2.38,0.68,,,,
debauch,18,13,0.06,15.15,3.46,0.72,,,,
sepulcher,18,13,0.1,15.15,2.7,0.72,,,,
kinesis,18,13,0.02,15.15,2.3,0.72,,,,
borscht,19,13,0.69,15.23,5.59,0.68,,,,
scattershot,19,13,0.02,15.23,4.4,0.68,,,,
nubbin,19,13,0.08,15.23,4.3,0.68,,,,
dispirit,19,13,0.06,15.23,4.07,0.68,,,,
allocution,19,13,0.04,15.23,3.7,0.68,,,,
brackish,19,13,0.08,15.23,3.49,0.68,,,,
thrombus,19,13,0.14,15.23,3.42,0.68,,,,
inadvertency,19,13,0.02,15.23,2.86,0.68,,,,
perspicacious,18,13,0.1,15.23,4.13,0.72,,,,
archdeacon,18,13,0.12,15.23,4.11,0.72,,,,
approbation,18,13,0.12,15.23,3.03,0.72,,,,
dichotomy,18,13,0.12,15.23,2.39,0.72,,,,
niacin,18,13,0.04,15.23,2.39,0.72,,,,
reticent,21,13,0.24,15.31,4.7,0.62,,,,
apiary,20,13,0.04,15.31,4.73,0.65,,,,
contra,19,13,0.06,15.31,4.19,0.68,,,,
falconer,19,13,0.08,15.31,3.3,0.68,,,,
retrogression,19,13,0.02,15.31,2.81,0.68,,,,
patrimony,18,13,0.02,15.31,4.94,0.72,,,,
equitation,18,13,0.04,15.31,2.98,0.72,,,,
recessionary,18,13,0.02,15.31,2.87,0.72,,,,
presupposition,18,13,0.04,15.31,2.1,0.72,,,,
loquacity,22,13,#N/A,15.35,4.29,0.59,,,,
narcosis,20,13,0.1,15.38,3.15,0.65,,,,
winsomeness,19,13,0.02,15.38,5.09,0.68,,,,
metaphase,19,13,0.06,15.38,3.97,0.68,,,,
cacophonous,19,13,0.04,15.38,3.8,0.68,,,,
remortgage,19,13,0.06,15.38,2.84,0.68,,,,
stagecraft,19,13,0.02,15.38,2.81,0.68,,,,
incorporeal,19,13,0.02,15.38,2.43,0.68,,,,
monounsaturated,18,13,0.12,15.38,5.03,0.72,,,,
calorimeter,18,13,0.02,15.38,4.33,0.72,,,,
analgesia,18,13,0.06,15.38,4.15,0.72,,,,
phish,18,13,#N/A,15.38,3.71,0.72,,,,
psychophysiology,18,13,0.02,15.38,3.28,0.72,,,,
disingenuous,18,13,0.14,15.38,2.99,0.72,,,,
capricious,18,13,0.41,15.46,3.76,0.72,,,,
vociferous,18,13,0.02,15.46,3.45,0.72,,,,
benzoate,18,13,0.02,15.46,2.6,0.72,,,,
debaucher,18,13,0.02,15.46,2.4,0.72,,,,
technocrat,20,13,0.04,15.54,4.03,0.65,,,,
czarist,20,13,0.04,15.54,3.48,0.65,,,,
officialdom,20,13,0.02,15.54,2.5,0.65,,,,
consular,19,13,0.41,15.54,3.69,0.68,,,,
languid,18,13,0.2,15.54,5.36,0.72,,,,
craniofacial,18,13,0.02,15.54,4.96,0.72,,,,
intrinsic,18,13,0.2,15.54,3.15,0.72,,,,
despoil,20,13,0.04,15.62,3.91,0.65,,,,
redoubtable,20,13,0.12,15.62,2.33,0.65,,,,
tamp,19,13,0.06,15.62,4.63,0.68,,,,
contrail,19,13,0.04,15.62,4.61,0.68,,,,
carmine,19,13,2.18,15.62,4.27,0.68,,,,
urologic,19,13,0.02,15.62,3.15,0.68,,,,
salient,19,13,0.25,15.62,1.8,0.68,,,,
vacuous,18,13,0.31,15.62,4.25,0.72,,,,
pinot,18,13,0.63,15.62,3.25,0.72,,,,
palimony,18,13,0.1,15.62,3.18,0.72,,,,
immunotherapy,18,13,0.02,15.62,1.76,0.72,,,,
lumpectomy,22,13,0.06,15.69,3.07,0.59,,,,
felicitate,21,13,0.04,15.69,5.6,0.62,,,,
wayfarer,19,13,0.1,15.69,3.64,0.68,,,,
autodidactic,19,13,0.02,15.69,3.4,0.68,,,,
endothermic,18,13,0.04,15.69,2.69,0.72,,,,
covariance,21,13,0.04,15.77,5.36,0.62,,,,
allay,21,13,0.33,15.77,3.44,0.62,,,,
caterwauling,20,13,0.14,15.77,4.28,0.65,,,,
erratum,19,13,0.02,15.77,5.25,0.68,,,,
rusticate,19,13,0.04,15.77,4.94,0.68,,,,
antifascist,19,13,0.02,15.77,4.23,0.68,,,,
intelligentsia,19,13,0.06,15.77,4.04,0.68,,,,
gusseted,19,13,0.02,15.77,4,0.68,,,,
antechamber,19,13,0.08,15.77,2.13,0.68,,,,
actuarial,19,13,0.18,15.85,4.22,0.68,,,,
misallocation,19,13,0.02,15.85,3.63,0.68,,,,
electroencephalograph,19,13,0.02,15.85,2.44,0.68,,,,
esophageal,18,13,0.18,15.85,4.3,0.72,,,,
throughput,18,13,0.1,15.85,4.08,0.72,,,,
viscount,20,13,0.1,15.92,5.16,0.65,,,,
prosciutto,20,13,0.29,15.92,4.44,0.65,,,,
hegemony,20,13,0.08,15.92,3.64,0.65,,,,
photomultiplier,20,13,0.02,15.92,3.17,0.65,,,,
provident,19,13,0.04,15.92,3.25,0.68,,,,
confluent,18,13,0.02,15.92,3.2,0.72,,,,
negligee,18,13,0.73,15.92,2.4,0.72,,,,
hypertrophic,18,13,0.06,15.92,2.1,0.72,,,,
photoperiodic,19,13,0.02,16,3.85,0.68,,,,
vivisectionist,19,13,0.02,16,3.46,0.68,,,,
vestigial,20,13,0.27,16.08,3.8,0.65,,,,
isomeric,19,13,#N/A,16.08,3.66,0.68,,,,
veneration,19,13,0.04,16.08,2.93,0.68,,,,
lothario,19,13,0.27,16.08,2.56,0.68,,,,
cybernetic,18,13,0.33,16.08,4.09,0.72,,,,
talus,18,13,0.08,16.08,3.55,0.72,,,,
diphtheria,20,13,0.57,16.15,5.71,0.65,,,,
ossified,20,13,0.02,16.15,2.73,0.65,,,,
desalinization,20,13,0.06,16.15,2.54,0.65,,,,
loupe,19,13,0.04,16.15,4.78,0.68,,,,
elucidation,19,13,0.04,16.15,4.41,0.68,,,,
quintessence,19,13,0.08,16.15,4.22,0.68,,,,
atavism,19,13,0.06,16.15,2.79,0.68,,,,
polyethylene,18,13,0.12,16.15,3.87,0.72,,,,
spectrometry,18,13,0.06,16.15,3.31,0.72,,,,
radioisotope,19,13,0.08,16.23,2.86,0.68,,,,
investiture,19,13,0.04,16.23,2.01,0.68,,,,
interminable,18,13,0.31,16.23,4.8,0.72,,,,
metacarpal,19,13,0.14,16.31,5.01,0.68,,,,
carbonaceous,19,13,0.06,16.31,3.9,0.68,,,,
bursar,18,13,0.16,16.31,3.12,0.72,,,,
debauched,18,13,0.12,16.31,2.53,0.72,,,,
canape,19,13,0.04,16.38,4.5,0.68,,,,
manganese,19,13,0.22,16.38,3.99,0.68,,,,
demagogue,19,13,0.06,16.38,2.26,0.68,,,,
doctrinaire,18,13,0.02,16.38,2.75,0.72,,,,
triumvirate,20,13,0.61,16.46,3.55,0.65,,,,
intemperate,19,13,0.1,16.46,3.28,0.68,,,,
endocentric,19,13,0.02,16.54,2.7,0.68,,,,
banal,19,13,0.27,16.54,2.15,0.68,,,,
keno,20,13,0.84,16.62,4.54,0.65,,,,
arrears,20,13,0.18,16.62,3.55,0.65,,,,
provost,20,13,0.71,16.62,3.31,0.65,,,,
guileless,19,13,0.06,16.62,3.82,0.68,,,,
absconder,19,13,0.02,16.62,3.75,0.68,,,,
acerbic,19,13,0.08,16.62,2.5,0.68,,,,
sanguine,19,13,0.14,16.62,2.06,0.68,,,,
ombudsman,18,13,0.14,16.62,4.13,0.72,,,,
effable,20,13,0.04,16.69,3.73,0.65,,,,
stanchion,20,13,0.04,16.69,3.5,0.65,,,,
acidosis,20,13,0.16,16.85,4.18,0.65,,,,
scion,19,13,0.24,16.85,5.79,0.68,,,,
lysine,18,13,0.08,16.85,3.24,0.72,,,,
encephalitis,18,13,0.22,16.85,3.16,0.72,,,,
proselytize,20,13,0.02,16.92,4.21,0.65,,,,
mitigative,20,13,#N/A,16.92,3.55,0.65,,,,
scrupulosity,20,13,0.02,16.92,3.2,0.65,,,,
lymphocytic,18,13,0.08,16.92,3.77,0.72,,,,
amalgamation,18,13,0.12,16.92,3.15,0.72,,,,
craniotomy,19,13,0.1,17,4.51,0.68,,,,
venerate,19,13,0.02,17,3.81,0.68,,,,
carotid,22,13,1.29,17.08,2.22,0.59,,,,
technophobe,20,13,0.02,17.08,3.64,0.65,,,,
jurisprudential,20,13,0.02,17.15,3.67,0.65,,,,
nonsectarian,19,13,0.06,17.23,4.46,0.68,,,,
systolic,19,13,0.96,17.23,3.88,0.68,,,,
retinitis,18,13,0.1,17.31,4.01,0.72,,,,
eventide,20,13,0.02,17.38,4.33,0.65,,,,
etiology,21,13,0.08,17.46,4.43,0.62,,,,
egress,19,13,0.2,17.46,4.14,0.68,,,,
licentiousness,20,13,0.12,17.85,4.52,0.65,,,,
idiopathic,18,13,0.06,17.85,2.41,0.72,,,,
celiac,23,13,0.02,17.92,5.04,0.57,,,,
nephritis,19,13,0.04,17.92,3.52,0.68,,,,
alopecia,18,13,0.14,17.92,2.66,0.72,,,,
neuropsychiatry,21,13,0.02,18.54,3.97,0.62,,,,
bam,18,14,7.08,5.5,2.85,0.78,,,,
bogyman,19,14,0.02,5.57,3.27,0.74,,,,
sunshiny,18,14,0.22,6.21,2.99,0.78,,,,
cheep,19,14,0.12,6.64,4.14,0.74,,,,
totter,18,14,0.04,7.07,3.08,0.78,,,,
cinder,18,14,0.76,7.57,3.98,0.78,,,,
hayloft,18,14,0.24,7.57,3.11,0.78,,,,
jokey,19,14,0.08,7.64,2.95,0.74,,,,
bucko,19,14,0.63,7.79,3.81,0.74,,,,
blobby,19,14,0.1,7.79,2.83,0.74,,,,
rick,21,14,26.2,7.8,4.39,0.67,,,,
sparker,19,14,0.04,8.07,3.81,0.74,,,,
choral,18,14,0.22,8.07,3.22,0.78,,,,
doornail,19,14,0.71,8.14,2.96,0.74,,,,
christen,18,14,0.63,8.43,3.2,0.78,,,,
feller,18,14,1.71,8.5,3.92,0.78,,,,
signalman,18,14,0.18,8.5,3.11,0.78,,,,
nit,18,14,0.16,8.57,2.85,0.78,,,,
unquiet,18,14,0.04,8.57,2.79,0.78,,,,
playsuit,18,14,0.02,8.64,3.91,0.78,,,,
fishless,20,14,0.02,8.71,2.79,0.7,,,,
thumbhole,18,14,0.04,8.86,3.61,0.78,,,,
refight,18,14,0.02,8.86,2.51,0.78,,,,
eatable,19,14,0.06,8.93,4.27,0.74,,,,
leaver,19,14,0.14,8.93,3.12,0.74,,,,
windbreak,19,14,0.02,9,3.46,0.74,,,,
nougat,18,14,0.22,9.07,3.25,0.78,,,,
otherness,18,14,0.06,9.07,3.15,0.78,,,,
jillion,19,14,0.2,9.14,3.98,0.74,,,,
planer,18,14,0.1,9.14,3.84,0.78,,,,
toothsome,18,14,0.04,9.14,3.08,0.78,,,,
darer,18,14,0.02,9.14,2.68,0.78,,,,
minster,20,14,0.14,9.21,3.47,0.7,,,,
redden,19,14,0.04,9.21,4.1,0.74,,,,
mew,19,14,0.45,9.29,3.97,0.74,,,,
castled,19,14,#N/A,9.36,2.79,0.74,,,,
glooming,18,14,0.04,9.36,2.71,0.78,,,,
washday,18,14,0.04,9.5,2.59,0.78,,,,
jerker,20,14,0.02,9.57,3.18,0.7,,,,
backstop,19,14,0.22,9.57,4.13,0.74,,,,
convent,18,14,3.33,9.57,4.69,0.78,,,,
arty,18,14,1.08,9.57,4.03,0.78,,,,
overspread,18,14,0.02,9.57,2.93,0.78,,,,
lemony,20,14,0.12,9.64,5.11,0.7,,,,
cowshed,19,14,0.04,9.64,3.13,0.74,,,,
setter,18,14,0.37,9.64,4.2,0.78,,,,
pickoff,18,14,0.02,9.64,3.08,0.78,,,,
cheapie,19,14,0.06,9.71,3.38,0.74,,,,
upstroke,19,14,0.02,9.71,1.73,0.74,,,,
radioman,18,14,0.22,9.71,3.24,0.78,,,,
codfish,18,14,0.41,9.71,3.22,0.78,,,,
housebreak,18,14,0.12,9.79,4.34,0.78,,,,
pickax,18,14,0.22,9.79,3.75,0.78,,,,
logrolling,20,14,#N/A,9.86,2.03,0.7,,,,
squashy,18,14,0.04,9.86,4.7,0.78,,,,
bopper,18,14,0.49,9.86,4.52,0.78,,,,
cutup,18,14,0.08,9.86,4.44,0.78,,,,
biz,19,14,1.86,9.93,3.05,0.74,,,,
summery,19,14,0.12,9.93,2.79,0.74,,,,
miserliness,22,14,0.04,10,2.63,0.64,,,,
filly,19,14,1.18,10,4.71,0.74,,,,
fastback,19,14,0.08,10,4.13,0.74,,,,
lop,19,14,0.43,10,4.06,0.74,,,,
verve,18,14,0.24,10,2.75,0.78,,,,
flounce,19,14,0.02,10.07,5.21,0.74,,,,
runty,19,14,0.14,10.07,3.52,0.74,,,,
sparerib,18,14,0.1,10.07,4.98,0.78,,,,
lass,18,14,2.67,10.07,3.97,0.78,,,,
hailstone,19,14,0.04,10.14,4.29,0.74,,,,
frankincense,19,14,0.24,10.14,4.19,0.74,,,,
confection,18,14,0.18,10.14,4.61,0.78,,,,
bonny,18,14,1.86,10.14,3.78,0.78,,,,
crateful,18,14,0.02,10.14,3.68,0.78,,,,
boxy,20,14,0.18,10.21,4.32,0.7,,,,
jalopy,18,14,0.71,10.21,3.33,0.78,,,,
mender,18,14,0.02,10.21,3.04,0.78,,,,
vanload,19,14,0.02,10.29,3.95,0.74,,,,
staccato,18,14,0.16,10.29,4.08,0.78,,,,
bookmobile,18,14,0.04,10.29,3.87,0.78,,,,
cloggy,19,14,0.02,10.36,4.09,0.74,,,,
sealskin,18,14,0.14,10.36,3.27,0.78,,,,
hawthorn,18,14,0.16,10.36,2.53,0.78,,,,
scamp,19,14,1.76,10.43,4.5,0.74,,,,
camelback,18,14,0.04,10.43,3.59,0.78,,,,
gazette,18,14,1.43,10.43,3.06,0.78,,,,
unfix,18,14,0.1,10.43,2.82,0.78,,,,
ungainly,18,14,0.06,10.43,2.28,0.78,,,,
caplet,20,14,0.04,10.5,3.74,0.7,,,,
kibble,19,14,0.8,10.5,4.83,0.74,,,,
gashouse,19,14,0.08,10.5,3.16,0.74,,,,
tabernacle,18,14,0.71,10.5,4.26,0.78,,,,
stickpin,20,14,0.12,10.57,4.03,0.7,,,,
pianissimo,19,14,0.08,10.57,3.44,0.74,,,,
panfry,19,14,0.02,10.57,3.32,0.74,,,,
rooter,18,14,0.08,10.57,5,0.78,,,,
fess,18,14,0.59,10.57,4.65,0.78,,,,
bluebonnet,18,14,0.02,10.57,3.98,0.78,,,,
polecat,18,14,0.29,10.57,3.44,0.78,,,,
hoper,18,14,0.04,10.57,2.79,0.78,,,,
crowfoot,21,14,#N/A,10.64,3.15,0.67,,,,
belter,19,14,0.04,10.64,3.99,0.74,,,,
crockery,19,14,0.1,10.64,3.75,0.74,,,,
everyman,18,14,0.47,10.64,3.77,0.78,,,,
scurvy,18,14,1.08,10.64,3.5,0.78,,,,
mishmash,18,14,0.12,10.64,3.5,0.78,,,,
schmooze,18,14,0.33,10.64,3.41,0.78,,,,
hunker,18,14,0.33,10.64,3.3,0.78,,,,
jolty,18,14,0.02,10.64,2.34,0.78,,,,
jasper,20,14,4.53,10.69,4.91,0.7,,,,
spindly,20,14,0.29,10.71,3.24,0.7,,,,
cowman,20,14,0.06,10.71,2.76,0.7,,,,
earwig,19,14,0.1,10.71,4.61,0.74,,,,
retune,18,14,0.04,10.71,4.14,0.78,,,,
pleural,18,14,0.29,10.71,3.5,0.78,,,,
placekicker,20,14,0.04,10.79,3.07,0.7,,,,
corned,19,14,1.39,10.79,4.61,0.74,,,,
sissified,18,14,0.04,10.79,3.79,0.78,,,,
chessman,18,14,0.04,10.79,2.97,0.78,,,,
whitewall,20,14,#N/A,10.86,3.3,0.7,,,,
psychical,19,14,0.02,10.86,5.7,0.74,,,,
mumbo,19,14,1.16,10.86,3.06,0.74,,,,
heaver,19,14,0.02,10.86,2.51,0.74,,,,
ragout,18,14,0.08,10.86,4.13,0.78,,,,
topsail,18,14,0.14,10.86,3.98,0.78,,,,
dripper,18,14,0.04,10.86,3.92,0.78,,,,
emery,18,14,1.9,10.86,2.93,0.78,,,,
resole,20,14,0.02,10.93,3.77,0.7,,,,
dustman,19,14,0.08,10.93,3.87,0.74,,,,
outrange,19,14,0.02,10.93,3.25,0.74,,,,
pimiento,18,14,0.02,10.93,4.43,0.78,,,,
bode,18,14,0.47,10.93,3.56,0.78,,,,
sheath,18,14,0.49,10.93,3.1,0.78,,,,
writhe,20,14,0.18,11,3.55,0.7,,,,
freeborn,19,14,0.1,11,4.44,0.74,,,,
schnauzer,19,14,0.2,11,4.15,0.74,,,,
gladden,19,14,0.04,11,3.98,0.74,,,,
basset,19,14,0.25,11,3.26,0.74,,,,
squatty,19,14,0.04,11,2.96,0.74,,,,
mantelpiece,18,14,0.35,11,3.33,0.78,,,,
mariachi,18,14,0.82,11,3.04,0.78,,,,
otherworldly,18,14,0.24,11,3.01,0.78,,,,
myrtle,22,14,3.2,11.01,3.71,0.64,,,,
gasbag,20,14,0.06,11.07,5.05,0.7,,,,
hummable,19,14,0.06,11.07,4.08,0.74,,,,
manservant,19,14,0.29,11.07,3.65,0.74,,,,
shopworn,19,14,0.06,11.07,3.27,0.74,,,,
scrubwoman,19,14,0.02,11.07,2.95,0.74,,,,
backgrounder,18,14,0.02,11.07,5.12,0.78,,,,
batsman,18,14,0.04,11.07,4.75,0.78,,,,
diocese,18,14,0.8,11.07,4.27,0.78,,,,
oilman,18,14,0.16,11.07,4.2,0.78,,,,
calligrapher,18,14,0.06,11.07,4.01,0.78,,,,
sooty,18,14,0.1,11.07,3.95,0.78,,,,
proclamation,18,14,1.08,11.07,3.05,0.78,,,,
ladyship,18,14,1.04,11.07,1.59,0.78,,,,
plucky,20,14,0.39,11.14,2.96,0.7,,,,
swami,19,14,0.73,11.14,3.7,0.74,,,,
sumac,18,14,0.08,11.14,4.72,0.78,,,,
psalmist,18,14,0.06,11.14,3.03,0.78,,,,
parry,20,14,1.51,11.15,5.14,0.7,,,,
touchline,21,14,0.04,11.21,3.45,0.67,,,,
sandpiper,20,14,0.16,11.21,2.67,0.7,,,,
pitter,20,14,0.08,11.21,2.26,0.7,,,,
karting,19,14,0.02,11.21,3.42,0.74,,,,
mambo,18,14,2.53,11.21,4.23,0.78,,,,
luminosity,18,14,0.04,11.21,3.47,0.78,,,,
spillway,18,14,0.2,11.21,3.45,0.78,,,,
altarpiece,18,14,0.04,11.21,3.42,0.78,,,,
monosyllable,18,14,0.04,11.21,3.12,0.78,,,,
newfangled,21,14,0.29,11.29,4.46,0.67,,,,
sallow,20,14,0.12,11.29,3.5,0.7,,,,
winegrower,20,14,#N/A,11.29,2.67,0.7,,,,
autobus,19,14,0.04,11.29,3.17,0.74,,,,
ultralow,18,14,0.02,11.29,3.43,0.78,,,,
nonskid,18,14,0.02,11.29,3.2,0.78,,,,
lecher,18,14,0.1,11.29,3.17,0.78,,,,
forlorn,18,14,0.41,11.29,1.98,0.78,,,,
assent,18,14,0.08,11.29,1.94,0.78,,,,
sward,21,14,#N/A,11.29,4.09,0.67,,,,
loneness,20,14,0.02,11.36,4.78,0.7,,,,
overmatch,20,14,0.02,11.36,2.31,0.7,,,,
sarsaparilla,19,14,0.75,11.36,4.31,0.74,,,,
quadrillion,18,14,0.02,11.36,4.18,0.78,,,,
welterweight,18,14,0.35,11.36,3.34,0.78,,,,
pimply,18,14,0.24,11.36,3,0.78,,,,
rimless,18,14,0.02,11.36,2.98,0.78,,,,
staid,19,14,0.06,11.43,4.03,0.74,,,,
pennyweight,19,14,0.04,11.43,3.16,0.74,,,,
uncouth,18,14,0.57,11.43,5.08,0.78,,,,
pastoral,18,14,0.14,11.43,4.89,0.78,,,,
swatter,18,14,0.22,11.43,4.31,0.78,,,,
diode,18,14,0.14,11.43,3.74,0.78,,,,
tinsmith,18,14,0.02,11.43,3.74,0.78,,,,
stamen,18,14,0.08,11.43,3.65,0.78,,,,
destitute,18,14,0.71,11.43,3.27,0.78,,,,
pressboard,18,14,0.02,11.43,3.08,0.78,,,,
clinker,18,14,0.22,11.43,2.53,0.78,,,,
crevasse,18,14,0.06,11.43,2.53,0.78,,,,
delve,21,14,0.27,11.5,3.41,0.67,,,,
yore,20,14,0.25,11.5,4.42,0.7,,,,
bedsit,19,14,0.02,11.5,3.88,0.74,,,,
linker,19,14,0.04,11.5,3.03,0.74,,,,
keel,18,14,1.2,11.5,4.18,0.78,,,,
perfecto,18,14,0.39,11.5,3.44,0.78,,,,
arrant,18,14,0.1,11.5,3.3,0.78,,,,
gabfest,20,14,0.1,11.57,3.74,0.7,,,,
connotation,20,14,0.27,11.57,2.21,0.7,,,,
unsnarl,19,14,0.02,11.57,5.14,0.74,,,,
foredeck,19,14,0.08,11.57,3.84,0.74,,,,
miser,18,14,0.49,11.57,3.67,0.78,,,,
swash,18,14,0.1,11.57,3.2,0.78,,,,
redline,18,14,0.14,11.57,2.85,0.78,,,,
cuttle,21,14,0.02,11.6,5.05,0.67,,,,
druthers,21,14,0.57,11.6,4.07,0.67,,,,
unloose,19,14,0.02,11.64,5.12,0.74,,,,
bumbler,19,14,0.06,11.64,4.38,0.74,,,,
cress,19,14,0.02,11.64,3.88,0.74,,,,
tinder,18,14,0.06,11.64,4.89,0.78,,,,
knuckler,18,14,0.04,11.64,3.89,0.78,,,,
chastisement,18,14,0.08,11.64,3.63,0.78,,,,
enunciate,18,14,0.14,11.64,3.32,0.78,,,,
albatross,18,14,0.78,11.64,3.13,0.78,,,,
beatnik,20,14,0.63,11.71,4.78,0.7,,,,
mammalian,19,14,0.12,11.71,3.71,0.74,,,,
brooder,19,14,0.04,11.71,3.63,0.74,,,,
wolfhound,18,14,0.02,11.71,5.34,0.78,,,,
appaloosa,18,14,0.06,11.71,3.63,0.78,,,,
taxidermist,18,14,0.16,11.71,3.56,0.78,,,,
knobby,18,14,0.08,11.71,3.34,0.78,,,,
oilpaper,18,14,0.04,11.71,3.22,0.78,,,,
tonsillectomy,21,14,0.08,11.79,5.24,0.67,,,,
featherhead,21,14,0.06,11.79,3.17,0.67,,,,
showground,20,14,0.02,11.79,2.89,0.7,,,,
flyspeck,19,14,0.08,11.79,4.08,0.74,,,,
outwork,19,14,0.04,11.79,3.04,0.74,,,,
bough,18,14,0.29,11.79,4.73,0.78,,,,
pathless,18,14,0.04,11.79,4.21,0.78,,,,
carbonic,18,14,0.04,11.79,3.7,0.78,,,,
bluster,18,14,0.2,11.79,2.99,0.78,,,,
grandeur,18,14,0.73,11.79,1.89,0.78,,,,
pied,20,14,0.37,11.86,5.11,0.7,,,,
quibble,19,14,0.59,11.86,5.35,0.74,,,,
haw,19,14,0.84,11.86,4.52,0.74,,,,
banality,19,14,0.2,11.86,4.35,0.74,,,,
flyweight,19,14,0.06,11.86,4.11,0.74,,,,
